timestamp,accelerationX,accelerationY,accelerationZ
2025-01-15T10:00:00.000Z,-0.01814,-0.020178,-1.072017
2025-01-15T10:00:00.040Z,-0.005512,-0.001675,-1.162161
2025-01-15T10:00:00.080Z,-0.006595,0.044991,-0.98958
2025-01-15T10:00:00.120Z,0.043765,-0.024563,-1.002754
2025-01-15T10:00:00.160Z,0.001248,-0.022798,-1.066747
2025-01-15T10:00:00.200Z,0.010525,-0.052029,-1.294403
2025-01-15T10:00:00.240Z,0.009797,-0.000352,-1.086261
2025-01-15T10:00:00.280Z,0.002539,0.046648,-1.142478
2025-01-15T10:00:00.320Z,0.028896,-0.012619,-1.230966
2025-01-15T10:00:00.360Z,-0.00533,-0.013181,-1.372897
2025-01-15T10:00:00.400Z,0.012186,-0.009432,-1.011709
2025-01-15T10:00:00.440Z,0.001124,0.032846,-0.704886
2025-01-15T10:00:00.480Z,0.022911,0.032168,-1.018517
2025-01-15T10:00:00.520Z,0.008619,-0.001767,-1.178855
2025-01-15T10:00:00.560Z,-0.003374,-0.013367,-1.1126
2025-01-15T10:00:00.600Z,0.00017,0.015637,-0.54593
2025-01-15T10:00:00.640Z,0.017686,0.01021,-1.140008
2025-01-15T10:00:00.680Z,-0.018433,0.008518,-1.475145
2025-01-15T10:00:00.720Z,-0.018307,-0.01658,-1.342424
2025-01-15T10:00:00.760Z,0.025365,0.011126,-1.391457
2025-01-15T10:00:00.800Z,0.030405,0.023577,-0.666605
2025-01-15T10:00:00.840Z,-0.051159,0.006956,-1.356935
2025-01-15T10:00:00.880Z,-0.024217,0.004491,-0.842853
2025-01-15T10:00:00.920Z,0.026094,0.010669,-0.574308
2025-01-15T10:00:00.960Z,-0.46197,-0.032915,-1.124969
2025-01-15T10:00:01.000Z,0.003525,-0.537819,-1.328498
2025-01-15T10:00:01.040Z,-0.067837,-0.01406,-1.518401
2025-01-15T10:00:01.080Z,-0.020632,0.010638,-1.542232
2025-01-15T10:00:01.120Z,-0.008547,-0.011844,-1.069136
2025-01-15T10:00:01.160Z,-0.004381,-0.001327,-0.761003
2025-01-15T10:00:01.200Z,0.012915,-0.02417,-1.25471
2025-01-15T10:00:01.240Z,-0.015714,0.004683,-1.158317
2025-01-15T10:00:01.280Z,-0.003503,-0.013835,-1.219772
2025-01-15T10:00:01.320Z,0.003577,-0.005497,-1.417337
2025-01-15T10:00:01.360Z,0.018248,-0.004815,-1.131352
2025-01-15T10:00:01.400Z,-0.008251,-0.022392,-1.261666
2025-01-15T10:00:01.440Z,0.014939,0.017304,-0.783202
2025-01-15T10:00:01.480Z,-0.005697,-0.001215,-0.721507
2025-01-15T10:00:01.520Z,-0.00583,-0.017434,-1.159574
2025-01-15T10:00:01.560Z,-0.005375,0.041987,-1.370403
2025-01-15T10:00:01.600Z,-0.02493,0.008899,-0.653924
2025-01-15T10:00:01.640Z,-0.016997,-0.010297,-1.086183
2025-01-15T10:00:01.680Z,0.010939,-0.021961,-0.815674
2025-01-15T10:00:01.720Z,0.006416,-0.013603,-1.276574
2025-01-15T10:00:01.760Z,0.004881,0.000237,-0.656187
2025-01-15T10:00:01.800Z,0.024673,0.025309,-1.194689
2025-01-15T10:00:01.840Z,0.00705,-0.001506,-1.14077
2025-01-15T10:00:01.880Z,0.021826,-0.007413,-1.084591
2025-01-15T10:00:01.920Z,-0.016551,0.021733,-0.390524
2025-01-15T10:00:01.960Z,-0.006511,-0.043588,-0.731469
2025-01-15T10:00:02.000Z,-0.024425,0.007463,-1.053283
2025-01-15T10:00:02.040Z,-0.017404,-0.040816,-1.764117
2025-01-15T10:00:02.080Z,-0.009987,-0.020858,-1.001781
2025-01-15T10:00:02.120Z,0.015829,0.007318,-1.179928
2025-01-15T10:00:02.160Z,-0.017646,0.049258,-0.718242
2025-01-15T10:00:02.200Z,-0.001565,0.013031,-0.872291
2025-01-15T10:00:02.240Z,-0.010204,-0.020315,-1.557941
2025-01-15T10:00:02.280Z,0.003923,-0.01984,-1.012087
2025-01-15T10:00:02.320Z,-0.014157,0.006086,-1.708941
2025-01-15T10:00:02.360Z,0.01526,-0.029962,-0.666962
2025-01-15T10:00:02.400Z,-0.001635,-0.035119,-1.247236
2025-01-15T10:00:02.440Z,0.023239,-0.010817,-0.812478
